日期,时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,成交状态,最新成交时间
2014-09-16,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,923.1913份,-,-,0,委托中,None
2014-09-16,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1183.452份,-,-,0,委托中,None
2014-09-16,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,829.1594份,-,-,0,委托中,None
2014-09-16,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,615.7333份,-,-,0,委托中,None
2014-09-16,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,925.5626份,0.852,788.764,925.5626份,-,-,12.01,全部成交,2014-09-18 09:30:00
2014-09-16,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1176.3668份,0.765,899.921,1176.3668份,-,-,13.7,全部成交,2014-09-18 09:30:00
2014-09-16,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,832.9973份,1.104,919.629,832.9973份,-,-,14,全部成交,2014-09-18 09:30:00
2014-09-16,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,628.6811份,0.866,544.123,628.6811份,-,-,0,全部成交,2014-09-18 09:30:00
2014-09-23,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,948.1495份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1237.885份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,878.6388份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,588.942份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,948.1495份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1237.885份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,878.6388份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,588.942份,-,-,0,委托中,None
2014-09-23,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,926.6054份,0.855,791.877,926.6054份,-,-,12.06,全部成交,2014-09-25 09:30:00
2014-09-23,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1212.9077份,0.761,923.023,1212.9077份,-,-,14.06,全部成交,2014-09-25 09:30:00
2014-09-23,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,858.4609份,1.113,955.467,858.4609份,-,-,14.55,全部成交,2014-09-25 09:30:00
2014-09-23,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,583.6727份,0.872,508.846,583.6727份,-,-,0,全部成交,2014-09-25 09:30:00
2014-09-30,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,867.5181份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1172.6395份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,815.8853份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,472.4421份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,867.5181份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1172.6395份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,815.8853份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,472.4421份,-,-,0,委托中,None
2014-09-30,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,853.425份,0.870,742.565,853.425份,-,-,11.31,全部成交,2014-10-09 09:30:00
2014-09-30,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1153.5518份,0.771,889.388,1153.5518份,-,-,13.54,全部成交,2014-10-09 09:30:00
2014-09-30,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,802.2346份,1.138,912.943,802.2346份,-,-,13.9,全部成交,2014-10-09 09:30:00
2014-09-30,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,472.2296份,0.889,419.859,472.2296份,-,-,0,全部成交,2014-10-09 09:30:00
2014-10-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,874.0321份,-,-,0,委托中,None
2014-10-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1216.5839份,-,-,0,委托中,None
2014-10-14,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,852.5181份,-,-,0,委托中,None
2014-10-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,874.0321份,-,-,0,委托中,None
2014-10-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1216.5839份,-,-,0,委托中,None
2014-10-14,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,852.5181份,-,-,0,委托中,None
2014-10-14,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,864.3875份,0.869,751.498,864.3875份,-,-,11.44,全部成交,2014-10-16 09:30:00
2014-10-14,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1201.4558份,0.768,922.718,1201.4558份,-,-,14.05,全部成交,2014-10-16 09:30:00
2014-10-14,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,841.2074份,1.137,956.453,841.2074份,-,-,14.57,全部成交,2014-10-16 09:30:00
2014-10-21,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,892.0881份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1218.5022份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,860.7859份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,439.1131份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,892.0881份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1218.5022份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,860.7859份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,439.1131份,-,-,0,委托中,None
2014-10-21,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,887.0319份,0.866,767.726,887.0319份,-,-,11.69,全部成交,2014-10-23 09:30:00
2014-10-21,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1209.6382份,0.765,925.373,1209.6382份,-,-,14.09,全部成交,2014-10-23 09:30:00
2014-10-21,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,854.651份,1.126,962.337,854.651份,-,-,14.65,全部成交,2014-10-23 09:30:00
2014-10-21,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,443.9861份,0.892,396.08,443.9861份,-,-,0,全部成交,2014-10-23 09:30:00
2014-10-28,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,961.571份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1275.1779份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,905.7448份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,493.9312份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,961.571份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1275.1779份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,905.7448份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,0份,--,0,493.9312份,-,-,0,委托中,None
2014-10-28,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,929.3973份,0.859,798.445,929.3973份,-,-,12.16,全部成交,2014-10-30 09:30:00
2014-10-28,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1234.5934份,0.761,939.526,1234.5934份,-,-,14.31,全部成交,2014-10-30 09:30:00
2014-10-28,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,873.9513份,1.127,984.943,873.9513份,-,-,15,全部成交,2014-10-30 09:30:00
2014-10-28,09:30:00,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),申购,市价单,482.2785份,0.886,427.251,482.2785份,-,-,0,全部成交,2014-10-30 09:30:00
2014-11-04,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,822.0575份,-,-,0,委托中,None
2014-11-04,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1057.0953份,-,-,0,委托中,None
2014-11-04,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,761.8125份,-,-,0,委托中,None
2014-11-04,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,822.0575份,-,-,0,委托中,None
2014-11-04,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1057.0953份,-,-,0,委托中,None
2014-11-04,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,761.8125份,-,-,0,委托中,None
2014-11-04,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,809.0059份,0.899,727.054,809.0059份,-,-,11.07,全部成交,2014-11-06 09:30:00
2014-11-04,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1038.652份,0.805,836.115,1038.652份,-,-,12.73,全部成交,2014-11-06 09:30:00
2014-11-04,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,751.0267份,1.170,878.701,751.0267份,-,-,13.38,全部成交,2014-11-06 09:30:00
2014-11-11,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,745.9945份,-,-,0,委托中,None
2014-11-11,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,949.4847份,-,-,0,委托中,None
2014-11-11,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,686.8952份,-,-,0,委托中,None
2014-11-11,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,745.9945份,-,-,0,委托中,None
2014-11-11,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,949.4847份,-,-,0,委托中,None
2014-11-11,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,686.8952份,-,-,0,委托中,None
2014-11-11,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,735.2864份,0.915,672.861,735.2864份,-,-,10.25,全部成交,2014-11-13 09:30:00
2014-11-11,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,928.4489份,0.826,766.899,928.4489份,-,-,11.68,全部成交,2014-11-13 09:30:00
2014-11-11,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,685.8127份,1.174,805.144,685.8127份,-,-,12.26,全部成交,2014-11-13 09:30:00
2014-11-18,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,759.7991份,-,-,0,委托中,None
2014-11-18,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1012.5564份,-,-,0,委托中,None
2014-11-18,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,719.9611份,-,-,0,委托中,None
2014-11-18,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,759.7991份,-,-,0,委托中,None
2014-11-18,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,1012.5564份,-,-,0,委托中,None
2014-11-18,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,719.9611份,-,-,0,委托中,None
2014-11-18,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,757.7994份,0.908,688.006,757.7994份,-,-,10.48,全部成交,2014-11-20 09:30:00
2014-11-18,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,1012.1439份,0.810,819.837,1012.1439份,-,-,12.48,全部成交,2014-11-20 09:30:00
2014-11-18,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,712.7768份,1.177,838.938,712.7768份,-,-,12.78,全部成交,2014-11-20 09:30:00
2014-11-25,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,657.3836份,-,-,0,委托中,None
2014-11-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,879.9484份,-,-,0,委托中,None
2014-11-25,09:30:00,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),申购,市价单,0份,--,0,667.8987份,-,-,0,委托中,None
2014-11-25,09:30:00,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),申购,市价单,0份,--,0,657.3836份,-,-,0,委托中,None
2014-11-25,09:30:00,场外基金,银河沪深300价值指数证券投资基金(519671.OF),申购,市价单,0份,--,0,879.9484份,-,-,0,委托中,None
