日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价,保证金,当日盈亏,今手数,仓位占比
2016-09-28,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.337,0.86,0.36,0.779,-,0,0.01,0份,0%
2016-09-28,,Cash,,,,,374961.25,,,,,,
2016-09-29,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.317,0.96,0.37,0.806,-,0,0,0份,0%
2016-09-29,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.139,9918.54,733.1,1.055,-,0,-26.12,0份,2.46%
2016-09-29,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.331,18098.91,1296.27,1.236,-,0,-27.2,193.7556份,4.49%
2016-09-29,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.337,0.86,0.36,0.779,-,0,0,0份,0%
2016-09-29,,Cash,,,,,374699.04,,,,,,
2016-09-30,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.324,0.96,0.38,0.806,-,0,0,0份,0%
2016-09-30,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.144,9962.08,776.64,1.055,-,0,43.54,0份,2.47%
2016-09-30,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.335,18153.31,1350.66,1.236,-,0,54.39,0份,4.51%
2016-09-30,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.344,0.86,0.36,0.779,-,0,0,0份,0%
2016-09-30,,Cash,,,,,374699.04,,,,,,
2016-10-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.326,0.97,0.38,0.806,-,0,0,0份,0%
2016-10-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.146,9979.49,794.06,1.055,-,0,17.42,0份,2.48%
2016-10-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.339,18207.7,1405.05,1.236,-,0,54.39,0份,4.52%
2016-10-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.352,0.87,0.37,0.779,-,0,0,0份,0%
2016-10-10,,Cash,,,,,374699.04,,,,,,
2016-10-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.342,0.98,0.39,0.806,-,0,0.01,0份,0%
2016-10-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.157,10075.28,889.85,1.055,-,0,95.79,0份,2.5%
2016-10-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.355,18425.26,1622.62,1.236,-,0,217.57,0份,4.57%
2016-10-11,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.360,0.87,0.37,0.779,-,0,0.01,0份,0%
2016-10-11,,Cash,,,,,374699.04,,,,,,
2016-10-12,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.346,0.98,0.39,0.806,-,0,0,0份,0%
2016-10-12,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.158,10083.99,898.55,1.055,-,0,8.71,0份,2.5%
2016-10-12,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.359,18479.66,1677.01,1.236,-,0,54.39,0份,4.58%
2016-10-12,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.364,0.87,0.38,0.779,-,0,0,0份,0%
2016-10-12,,Cash,,,,,374699.04,,,,,,
2016-10-13,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.344,0.98,0.39,0.806,-,0,0,0份,0%
2016-10-13,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.156,10066.57,881.14,1.055,-,0,-17.42,0份,2.5%
2016-10-13,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.357,18452.46,1649.81,1.236,-,0,-27.2,0份,4.58%
2016-10-13,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.363,0.87,0.37,0.779,-,0,0,0份,0%
2016-10-13,,Cash,,,,,374699.04,,,,,,
2016-10-14,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.345,0.98,0.39,0.806,-,0,0,0份,0%
2016-10-14,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.155,10057.86,872.43,1.055,-,0,-8.71,0份,2.49%
2016-10-14,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.359,18479.66,1677.01,1.236,-,0,27.2,0份,4.58%
2016-10-14,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.363,0.87,0.37,0.779,-,0,0,0份,0%
2016-10-14,,Cash,,,,,374699.04,,,,,,
2016-10-17,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.348,0.98,0.4,0.806,-,0,0,0份,0%
2016-10-17,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.158,10083.99,898.55,1.055,-,0,26.12,0份,2.5%
2016-10-17,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.358,18466.06,1663.41,1.236,-,0,-13.6,0份,4.58%
2016-10-17,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.363,0.87,0.37,0.779,-,0,0,0份,0%
2016-10-17,,Cash,,,,,374699.04,,,,,,
2016-10-18,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.338,0.97,0.39,0.806,-,0,-0.01,0份,0%
2016-10-18,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.148,9996.91,811.47,1.055,-,0,-87.08,0份,2.48%
2016-10-18,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.349,18343.68,1541.03,1.236,-,0,-122.38,0份,4.55%
2016-10-18,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.350,0.87,0.37,0.779,-,0,-0.01,0份,0%
2016-10-18,,Cash,,,,,374699.04,,,,,,
2016-10-19,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.356,0.99,0.4,0.806,-,0,0.01,0份,0%
2016-10-19,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.161,10110.11,924.68,1.055,-,0,113.21,0份,2.51%
2016-10-19,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.364,18547.65,1745,1.236,-,0,203.97,0份,4.6%
2016-10-19,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.365,0.88,0.38,0.779,-,0,0.01,0份,0%
2016-10-19,,Cash,,,,,374699.04,,,,,,
2016-10-20,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.355,0.99,0.4,0.806,-,0,0,0份,0%
2016-10-20,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.160,10101.41,915.97,1.055,-,0,-8.71,0份,2.5%
2016-10-20,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.362,18520.45,1717.8,1.236,-,0,-27.2,0份,4.59%
2016-10-20,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.362,0.87,0.37,0.779,-,0,0,0份,0%
2016-10-20,,Cash,,,,,374699.04,,,,,,
2016-10-21,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.358,0.99,0.4,0.806,-,0,0,0份,0%
2016-10-21,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.162,10118.82,933.39,1.055,-,0,17.42,0份,2.51%
2016-10-21,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.363,18534.05,1731.4,1.236,-,0,13.6,0份,4.59%
2016-10-21,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.363,0.87,0.37,0.779,-,0,0,0份,0%
2016-10-21,,Cash,,,,,374699.04,,,,,,
2016-10-24,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.364,0.99,0.41,0.806,-,0,0,0份,0%
2016-10-24,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.168,10171.07,985.63,1.055,-,0,52.25,0份,2.52%
2016-10-24,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.368,18602.04,1799.39,1.236,-,0,67.99,0份,4.61%
2016-10-24,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.365,0.88,0.38,0.779,-,0,0,0份,0%
2016-10-24,,Cash,,,,,374699.04,,,,,,
2016-10-25,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.379,1,0.42,0.806,-,0,0.01,0份,0%
2016-10-25,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.181,10284.28,1098.84,1.055,-,0,113.21,0份,2.55%
2016-10-25,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.381,18778.81,1976.17,1.236,-,0,176.77,0份,4.65%
2016-10-25,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.380,0.88,0.39,0.779,-,0,0.01,0份,0%
2016-10-25,,Cash,,,,,374699.04,,,,,,
2016-10-26,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.382,1.01,0.42,0.806,-,0,0,0份,0%
2016-10-26,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.181,10284.28,1098.84,1.055,-,0,0,0份,2.55%
2016-10-26,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.386,18846.8,2044.16,1.236,-,0,67.99,0份,4.67%
2016-10-26,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.388,0.89,0.39,0.779,-,0,0.01,0份,0%
2016-10-26,,Cash,,,,,374699.04,,,,,,
2016-10-27,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.376,1,0.42,0.806,-,0,0,0份,0%
2016-10-27,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.177,10249.44,1064.01,1.055,-,0,-34.83,0份,2.54%
2016-10-27,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.378,18738.02,1935.37,1.236,-,0,-108.78,0份,4.64%
2016-10-27,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.383,0.89,0.39,0.779,-,0,0,0份,0%
2016-10-27,,Cash,,,,,374699.04,,,,,,
2016-10-28,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.372,1,0.41,0.806,-,0,0,0份,0%
2016-10-28,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.172,10205.9,1020.47,1.055,-,0,-43.54,0份,2.53%
2016-10-28,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.375,18697.22,1894.58,1.236,-,0,-40.79,0份,4.63%
2016-10-28,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.377,0.88,0.38,0.779,-,0,0,0份,0%
2016-10-28,,Cash,,,,,374699.04,,,,,,
2016-10-31,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.371,1,0.41,0.806,-,0,0,0份,0%
2016-10-31,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.173,10214.61,1029.18,1.055,-,0,8.71,0份,2.53%
2016-10-31,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.370,18629.23,1826.59,1.236,-,0,-67.99,0份,4.62%
2016-10-31,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.370,0.88,0.38,0.779,-,0,0,0份,0%
2016-10-31,,Cash,,,,,374699.04,,,,,,
2016-11-01,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.370,1,0.41,0.806,-,0,0,0份,0%
2016-11-01,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.173,10214.61,1029.18,1.055,-,0,0,0份,2.53%
2016-11-01,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.370,18629.23,1826.59,1.236,-,0,0,0份,4.62%
2016-11-01,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.372,0.88,0.38,0.779,-,0,0,0份,0%
2016-11-01,,Cash,,,,,374699.04,,,,,,
2016-11-02,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.378,1,0.42,0.806,-,0,0.01,0份,0%
2016-11-02,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.181,10284.28,1098.84,1.055,-,0,69.66,0份,2.55%
2016-11-02,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13597.98份,13597.9814份,1.378,18738.02,1935.37,1.236,-,0,108.78,0份,4.64%
2016-11-02,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.383,0.89,0.39,0.779,-,0,0.01,0份,0%
2016-11-02,,Cash,,,,,374699.04,,,,,,
2016-11-03,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.369,1,0.41,0.806,-,0,-0.01,0份,0%
2016-11-03,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.170,10188.49,1003.05,1.055,-,0,-95.79,0份,2.53%
2016-11-03,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13704.49份,13704.4864份,1.365,18706.62,1754.98,1.237,-,0,-178.16,106.505份,4.64%
2016-11-03,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.369,0.88,0.38,0.779,-,0,-0.01,0份,0%
2016-11-03,,Cash,,,,,374550.04,,,,,,
2016-11-04,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.380,1.01,0.42,0.806,-,0,0.01,0份,0%
2016-11-04,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.182,10292.98,1107.55,1.055,-,0,104.5,0份,2.55%
2016-11-04,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13704.49份,13704.4864份,1.373,18816.26,1864.61,1.237,-,0,109.64,0份,4.66%
2016-11-04,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.379,0.88,0.38,0.779,-,0,0.01,0份,0%
2016-11-04,,Cash,,,,,374550.04,,,,,,
2016-11-07,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.378,1,0.42,0.806,-,0,0,0份,0%
2016-11-07,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.180,10275.57,1090.13,1.055,-,0,-17.42,0份,2.55%
2016-11-07,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13704.49份,13704.4864份,1.370,18775.15,1823.5,1.237,-,0,-41.11,0份,4.65%
2016-11-07,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.374,0.88,0.38,0.779,-,0,0,0份,0%
2016-11-07,,Cash,,,,,374550.04,,,,,,
2016-11-08,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.381,1.01,0.42,0.806,-,0,0,0份,0%
2016-11-08,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.181,10284.28,1098.84,1.055,-,0,8.71,0份,2.55%
2016-11-08,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13704.49份,13704.4864份,1.372,18802.56,1850.91,1.237,-,0,27.41,0份,4.66%
2016-11-08,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.380,0.89,0.39,0.779,-,0,0,0份,0%
2016-11-08,,Cash,,,,,374550.04,,,,,,
2016-11-09,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.385,1.01,0.42,0.806,-,0,0,0份,0%
2016-11-09,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.184,10310.4,1124.96,1.055,-,0,26.12,0份,2.55%
2016-11-09,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13704.49份,13704.4864份,1.378,18884.78,1933.14,1.237,-,0,82.23,0份,4.68%
2016-11-09,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.385,0.89,0.39,0.779,-,0,0,0份,0%
2016-11-09,,Cash,,,,,374550.04,,,,,,
2016-11-10,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.377,1,0.42,0.806,-,0,-0.01,0份,0%
2016-11-10,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.179,10266.86,1081.42,1.055,-,0,-43.54,0份,2.54%
2016-11-10,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13799.3份,13799.3016份,1.371,18918.84,1834.55,1.238,-,0,-96.6,94.8152份,4.69%
2016-11-10,场外基金,嘉实深证基本面120交易型开放式指数证券投资基金联接基金A类(070023.OF),多,0.64份,0.64140000000771份,1.387,0.89,0.39,0.779,-,0,0,0份,0%
2016-11-10,,Cash,,,,,374417.39,,,,,,
2016-11-11,场外基金,兴全沪深300指数增强型证券投资基金(LOF)(163407.OF),多,0.73份,0.72859999999491份,1.392,1.01,0.43,0.806,-,0,0.01,0份,0%
2016-11-11,场外基金,银河沪深300价值指数证券投资基金(519671.OF),多,8708.11份,8708.1082份,1.192,10380.06,1194.63,1.055,-,0,113.21,0份,2.57%
2016-11-11,场外基金,富国中证红利指数增强型证券投资基金(100032.OF),多,13799.3份,13799.3016份,1.386,19125.83,2041.54,1.238,-,0,206.99,0份,4.73%
